city_ascii,lat,lng,country,admin_name
Toledo,10.3833,123.65,Philippines,Cebu
Kamensk-Ural'skiy,56.4,61.9333,Russia,Sverdlovskaya Oblast’
Kohat,33.5869,71.4414,Pakistan,Khyber Pakhtunkhwa
Nishio,34.8667,137.0667,Japan,Aichi
Loja,-3.9906,-79.205,Ecuador,Loja
Cuauhtemoc,28.405,-106.8667,Mexico,Chihuahua
Medford,42.3372,-122.8537,United States,Oregon
Hamilton,-37.7833,175.2833,New Zealand,Waikato
Ussuriysk,43.8,131.95,Russia,Primorskiy Kray
Uvira,-3.4044,29.1379,Congo (Kinshasa),Sud-Kivu
Portmore,17.9667,-76.8667,Jamaica,Saint Catherine
Machilipatnam,16.1667,81.1333,India,Andhra Pradesh
Bordj Bou Arreridj,36.0667,4.7667,Algeria,Bordj Bou Arréridj
Nukus,42.4647,59.6022,Uzbekistan,Qoraqalpog‘iston
Malayer,34.2942,48.82,Iran,Hamadān
N'Zerekore,7.76,-8.83,Guinea,N’Zérékoré
Cary,35.782,-78.8191,United States,North Carolina
Kluang,2.0383,103.3179,Malaysia,Johor
Novocherkassk,47.4222,40.0939,Russia,Rostovskaya Oblast’
Marysville,48.0809,-122.1561,United States,Washington
Digos,6.75,125.35,Philippines,Davao del Sur
San Luis,-33.2994,-66.3392,Argentina,San Luis
Corona,33.8616,-117.5649,United States,California
Oldenburg,53.1439,8.2139,Germany,Lower Saxony
Medinipur,22.4333,87.3333,India,West Bengal
Fenglu,24.6728,102.9149,China,Yunnan
Al Marj,32.5005,20.83,Libya,Al Marj
Sosan,36.7817,126.4522,"Korea, South",Chungnam
Ocala,29.178,-82.1511,United States,Florida
Sonsonate,13.72,-89.73,El Salvador,Sonsonate
Gondomar,41.15,-8.5333,Portugal,Porto
Sarh,9.15,18.3833,Chad,Moyen-Chari
Jamalpur,24.9004,89.95,Bangladesh,Mymensingh
Fredericksburg,38.2992,-77.4872,United States,Virginia
Sobral,-3.6861,-40.3497,Brazil,Ceará
Ambato,-1.2417,-78.6197,Ecuador,Tungurahua
Baramula,34.2,74.34,India,Jammu and Kashmīr
Roxas City,11.5833,122.75,Philippines,Capiz
Sorsogon,12.9667,124,Philippines,Sorsogon
Oyama,36.3147,139.8003,Japan,Tochigi
Takaoka,36.75,137.0333,Japan,Toyama
Tanjungbalai,2.9667,99.8,Indonesia,Sumatera Utara
Huich'on,40.1711,126.2758,"Korea, North",Chagang
Uppsala,59.8498,17.6389,Sweden,Uppsala
Itapecerica da Serra,-23.7172,-46.8494,Brazil,São Paulo
Sao Caetano do Sul,-23.6228,-46.5508,Brazil,São Paulo
Zlatoust,55.1667,59.6667,Russia,Chelyabinskaya Oblast’
Rustenburg,-25.65,27.24,South Africa,North West
Patra,38.25,21.7333,Greece,Dytikí Elláda
Riohacha,11.5442,-72.9069,Colombia,La Guajira
Nador,35.1667,-2.9333,Morocco,Oriental
Iwata,34.7178,137.8514,Japan,Shizuoka
Gainesville,34.2903,-83.8301,United States,Georgia
Itu,-23.2642,-47.2992,Brazil,São Paulo
Fatehpur,25.8804,80.8,India,Uttar Pradesh
`Ar`ar,30.9833,41.0167,Saudi Arabia,Al Ḩudūd ash Shamālīyah
Ha Tinh,18.3428,105.9058,Vietnam,Hà Tĩnh
Al Kufah,32.03,44.4,Iraq,An Najaf
Kimberley,-28.7386,24.7586,South Africa,Northern Cape
Tenali,16.243,80.64,India,Andhra Pradesh
Skikda,36.8667,6.9,Algeria,Skikda
Nantou,23.9167,120.6833,Taiwan,Nantou
Siirt,37.8417,41.9458,Turkey,Siirt
Kuytun,44.4196,84.9012,China,Xinjiang
Osnabruck,52.2789,8.0431,Germany,Lower Saxony
Rio Largo,-9.4783,-35.8533,Brazil,Alagoas
Korfez,40.7706,29.7661,Turkey,Kocaeli
Perugia,43.1121,12.3888,Italy,Umbria
Udipi,13.3322,74.7461,India,Karnātaka
Oshawa,43.9,-78.85,Canada,Ontario
Klaipeda,55.7075,21.1428,Lithuania,Klaipėdos Miestas
Leverkusen,51.0333,6.9833,Germany,North Rhine-Westphalia
Tulua,4.0904,-76.21,Colombia,Valle del Cauca
Idlib,35.9333,36.6333,Syria,Idlib
Warrington,53.3917,-2.5972,United Kingdom,Warrington
Sitalpur,27.63,80.75,India,Uttar Pradesh
Cienfuegos,22.1456,-80.4364,Cuba,Cienfuegos
Bayamon,18.3793,-66.1635,Puerto Rico,Puerto Rico
Proddatur,14.73,78.55,India,Andhra Pradesh
Conjeeveram,12.8308,79.7078,India,Tamil Nādu
Saqqez,36.2497,46.2733,Iran,Kordestān
Dourados,-22.23,-54.81,Brazil,Mato Grosso do Sul
Huddersfield,53.645,-1.7798,United Kingdom,Kirklees
Fukang,44.1523,87.9793,China,Xinjiang
Ube,33.9517,131.2467,Japan,Yamaguchi
Slough,51.51,-0.59,United Kingdom,Slough
Bhisho,-32.8494,27.4381,South Africa,Eastern Cape
Chillan,-36.6067,-72.1033,Chile,Biobío
Enterprise,36.0164,-115.2208,United States,Nevada
Odense,55.4004,10.3833,Denmark,Syddanmark
Metro,-5.1167,105.3,Indonesia,Lampung
Ramat Gan,32.0833,34.8167,Israel,Tel Aviv
Muridke,31.802,74.255,Pakistan,Punjab
Ipswich,-27.6167,152.7667,Australia,Queensland
Ruse,43.8475,25.9544,Bulgaria,Ruse
Myingyan,21.4618,95.3914,Burma,Mandalay
Chapeco,-27.1,-52.64,Brazil,Santa Catarina
Tangjin,36.8944,126.6297,"Korea, South",Chungnam
Tema,5.6667,-0.0167,Ghana,Greater Accra
`Unayzah,26.084,43.994,Saudi Arabia,Al Qaşīm
Barreiras,-12.1528,-44.99,Brazil,Bahia
Piedras Negras,28.7,-100.5231,Mexico,Coahuila de Zaragoza
Itapetininga,-23.5917,-48.0531,Brazil,São Paulo
Pocheon,37.8944,127.1992,"Korea, South",Gyeonggi
Turgutlu,38.5,27.7,Turkey,Manisa
Navsari,20.8504,72.92,India,Gujarāt
Wau,7.7,27.9833,South Sudan,Western Bahr el Ghazal
Golcuk,40.6667,29.8333,Turkey,Kocaeli
Muzaffargarh,30.0703,71.1933,Pakistan,Punjab
Jizzax,40.1167,67.85,Uzbekistan,Jizzax
Atyrau,47.1167,51.8833,Kazakhstan,Atyraū
Simao,22.7807,100.9782,China,Yunnan
Mostar,43.3494,17.8125,Bosnia And Herzegovina,"Bosnia and Herzegovina, Federation of"
El Geneina,13.45,22.44,Sudan,West Darfur
Bandar-e Mahshahr,30.5589,49.1981,Iran,Khūzestān
Manchester,42.9848,-71.4447,United States,New Hampshire
Anaco,9.4333,-64.4667,Venezuela,Anzoátegui
Sullana,-4.9,-80.7,Peru,Piura
Godhra,22.7755,73.6149,India,Gujarāt
Zemun,44.85,20.4,Serbia,Beograd
Mahabad,36.7704,45.72,Iran,Āz̄arbāyjān-e Gharbī
Budaun,28.03,79.09,India,Uttar Pradesh
Chittoor,13.2,79.1167,India,Andhra Pradesh
Andong,36.5656,128.725,"Korea, South",Gyeongbuk
Ash Shatrah,31.4175,46.1772,Iraq,Dhī Qār
Mocamedes,-15.1953,12.1508,Angola,Namibe
Rafsanjan,30.4,56,Iran,Kermān
Benoni,-26.1883,28.3206,South Africa,Gauteng
Heidelberg,49.4122,8.71,Germany,Baden-Württemberg
Al Ghardaqah,27.2578,33.8117,Egypt,Al Baḩr al Aḩmar
Salihli,38.4811,28.1392,Turkey,Manisa
Elektrostal,55.8,38.45,Russia,Moskovskaya Oblast’
Bontang,0.1333,117.5,Indonesia,Kalimantan Timur
Dong Hoi,17.4833,106.6,Vietnam,Quảng Bình
Krishnanagar,23.4,88.5,India,West Bengal
Szeged,46.25,20.1667,Hungary,Csongrád
Sherbrooke,45.4,-71.9,Canada,Quebec
Solingen,51.1667,7.0833,Germany,North Rhine-Westphalia
Tacheng,46.7468,82.979,China,Xinjiang
Dhamar,14.55,44.4017,Yemen,Dhamār
Jose Maria Ezeiza,-34.8333,-58.5167,Argentina,Buenos Aires
Braganca Paulista,-22.9189,-46.5425,Brazil,São Paulo
Ra's al Khaymah,25.7915,55.9428,United Arab Emirates,Ra’s al Khaymah
Pindamonhangaba,-22.9239,-45.4617,Brazil,São Paulo
Dijon,47.3167,5.0167,France,Bourgogne-Franche-Comté
Livorno,43.55,10.3167,Italy,Tuscany
Khost,33.3333,69.9167,Afghanistan,Khōst
Darmstadt,49.8667,8.65,Germany,Hesse
Saint-Marc,19.1167,-72.7,Haiti,Artibonite
Arad,46.1667,21.3167,Romania,Arad
Khanpur,28.6471,70.662,Pakistan,Punjab
Matsuzaka,34.5781,136.5275,Japan,Mie
Taunggyi,20.7833,96.9667,Burma,Shan State
Bingol,38.8861,40.5017,Turkey,Bingöl
San Nicolas de los Arroyos,-33.3333,-60.2167,Argentina,Buenos Aires
Huaycan,-12.0139,-76.825,Peru,Lima
Tiraspol,46.8319,29.5767,Moldova,Stînga Nistrului
Shahr-e Kord,32.3256,50.8644,Iran,Chahār Maḩāl va Bakhtīārī
Talas,38.6833,35.5667,Turkey,Kayseri
Punta del Este,-34.97,-54.95,Uruguay,Maldonado
Ekibastuz,51.7298,75.3266,Kazakhstan,Pavlodar
Trece Martires City,14.2833,120.8667,Philippines,Cavite
Ogaki,35.3594,136.6128,Japan,Gifu
Hat Yai,7.0167,100.4667,Thailand,Songkhla
Chirchiq,41.4667,69.5833,Uzbekistan,Toshkent
Catamarca,-28.4686,-65.7792,Argentina,Catamarca
Nakhodka,67.7504,77.52,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug
Jijiga,9.35,42.8,Ethiopia,Sumalē
Kramatorsk,48.7208,37.5556,Ukraine,Donets’ka Oblast’
Champaign,40.1144,-88.2735,United States,Illinois
Alexandria,38.8185,-77.0861,United States,Virginia
George,-33.9667,22.45,South Africa,Western Cape
Herne,51.5426,7.219,Germany,North Rhine-Westphalia
Ravenna,44.4178,12.1994,Italy,Emilia-Romagna
Zarzis,33.5104,11.1,Tunisia,Médenine
Hayward,37.6328,-122.0772,United States,California
La Laguna,28.48,-16.32,Spain,Canary Islands
Higashi-murayama,35.7547,139.4686,Japan,Tōkyō
Saharsa,25.88,86.6,India,Bihār
Stara Zagora,42.4247,25.6256,Bulgaria,Stara Zagora
Chau Doc,10.7,105.1167,Vietnam,An Giang
Guimaraes,41.445,-8.2908,Portugal,Braga
Haripur,31.52,75.98,India,Punjab
Springfield,39.771,-89.6538,United States,Illinois
San Cristobal,16.7367,-92.6383,Mexico,Chiapas
Rafael Castillo,-34.7167,-58.6167,Argentina,Buenos Aires
Villanueva,15.3167,-88.0167,Honduras,Cortés
Gojra,31.15,72.6833,Pakistan,Punjab
Lakewood,39.6977,-105.1168,United States,Colorado
Oxford,51.7519,-1.2578,United Kingdom,Oxfordshire
Villeurbanne,45.7667,4.8803,France,Auvergne-Rhône-Alpes
Lafayette,40.399,-86.8594,United States,Indiana
Fethiye,36.6206,29.1142,Turkey,Muğla
Uiwang,37.3447,126.9683,"Korea, South",Gyeonggi
Navojoa,27.0813,-109.4461,Mexico,Sonora
Calama,-22.4624,-68.9272,Chile,Antofagasta
Erzincan,39.7464,39.4914,Turkey,Erzincan
Middelburg,-25.7684,29.4783,South Africa,Mpumalanga
Mandi Bahauddin,32.5861,73.4917,Pakistan,Punjab
Zonguldak,41.4304,31.78,Turkey,Zonguldak
Hitachi-Naka,36.3964,140.5344,Japan,Ibaraki
Isiro,2.7833,27.6167,Congo (Kinshasa),Haut-Uélé
Jinggangshan,26.5736,114.1639,China,Jiangxi
Jiutepec,18.8833,-99.1667,Mexico,Morelos
Batumi,41.6458,41.6417,Georgia,Ajaria
Pathankot,32.2689,75.6497,India,Punjab
Nazilli,37.9125,28.3206,Turkey,Aydın
Frederick,39.4336,-77.4141,United States,Maryland
Lajes,-27.8158,-50.3258,Brazil,Santa Catarina
Pitesti,44.8667,24.8833,Romania,Argeş
Chlef,36.1647,1.3317,Algeria,Chlef
Chetumal,18.5036,-88.3053,Mexico,Quintana Roo
Rondonopolis,-16.4695,-54.64,Brazil,Mato Grosso
Esmeraldas,0.95,-79.6667,Ecuador,Esmeraldas
Angers,47.4736,-0.5542,France,Pays de la Loire
Hanam,37.5392,127.2147,"Korea, South",Gyeonggi
Daiwanishi,34.83,135.4172,Japan,Hyōgo
Matagalpa,12.9167,-85.9167,Nicaragua,Matagalpa
Salzburg,47.7972,13.0477,Austria,Salzburg
Vidisha,23.5239,77.8061,India,Madhya Pradesh
Cam Pha,21.0071,107.2845,Vietnam,Quảng Ninh
Kariya,34.9833,137,Japan,Aichi
Tochigi,36.3824,139.7341,Japan,Tochigi
Lake Charles,30.2012,-93.2122,United States,Louisiana
Odessa,31.8831,-102.3406,United States,Texas
Nalgonda,17.05,79.27,India,Telangana
Ordu,40.9833,37.8833,Turkey,Ordu
San Cristobal,18.416,-70.109,Dominican Republic,Valdesia
Tuscaloosa,33.2348,-87.5267,United States,Alabama
Horad Barysaw,54.226,28.4922,Belarus,Minskaya Voblasts’
Neuss,51.2003,6.6939,Germany,North Rhine-Westphalia
Miskolc,48.1,20.7833,Hungary,Borsod-Abaúj-Zemplén
Warner Robins,32.597,-83.6529,United States,Georgia
Bartin,41.6344,32.3375,Turkey,Bartın
Palmdale,34.5944,-118.1057,United States,California
Melitopol',46.8333,35.3667,Ukraine,Zaporiz’ka Oblast’
Zango,12.9333,8.5333,Nigeria,Katsina
Tama,35.6333,139.45,Japan,Tōkyō
Hollywood,26.0294,-80.1679,United States,Florida
Balurghat,25.2167,88.7667,India,West Bengal
Midland,32.0249,-102.1137,United States,Texas
Surigao,9.7833,125.4833,Philippines,Surigao del Norte
Dibrugarh,27.4833,95,India,Assam
Mahajanga,-15.67,46.345,Madagascar,Mahajanga
Salavat,53.3667,55.9333,Russia,Bashkortostan
Bandirma,40.3542,27.9725,Turkey,Balıkesir
Leesburg,28.7657,-81.8996,United States,Florida
Tuguegarao,17.6167,121.7167,Philippines,Cagayan
Gandajika,-6.75,23.9667,Congo (Kinshasa),Lomami
Silao,20.9478,-101.4281,Mexico,Guanajuato
Regensburg,49.0167,12.0833,Germany,Bavaria
Ueda,36.4019,138.2492,Japan,Nagano
Port Arthur,29.8554,-93.9264,United States,Texas
York,53.9583,-1.0803,United Kingdom,York
Palo Negro,10.16,-67.5582,Venezuela,Aragua
Almetyevsk,54.9,52.3,Russia,Tatarstan
Kafr ash Shaykh,31.1,30.95,Egypt,Kafr ash Shaykh
Noda,35.955,139.8747,Japan,Chiba
Seogwipo,33.2497,126.56,"Korea, South",Jeju
Moanda,-5.9229,12.355,Congo (Kinshasa),Kongo Central
Tete,-16.1579,33.5898,Mozambique,Tete
Mzuzu,-11.45,34.0333,Malawi,Mzimba
Fyzabad,26.7504,82.17,India,Uttar Pradesh
Harrow,51.5836,-0.3464,United Kingdom,Harrow
Poole,50.7167,-1.9833,United Kingdom,Poole
Semnan,35.5833,53.3833,Iran,Semnān
Hoeryong,42.4333,129.75,"Korea, North",Hambuk
Kirsehir,39.145,34.1608,Turkey,Kırşehir
Muskegon,43.2281,-86.2563,United States,Michigan
Sievierodonetsk,48.95,38.4833,Ukraine,Luhans’ka Oblast’
Guarapuava,-25.38,-51.48,Brazil,Paraná
Sinp'o,40.0833,128.25,"Korea, North",Hamnam
Silchar,24.7904,92.79,India,Assam
Macon,32.8065,-83.6974,United States,Georgia
Kokshetau,53.2824,69.3969,Kazakhstan,Aqmola
Macae,-22.38,-41.79,Brazil,Rio de Janeiro
Cairns,-16.9303,145.7703,Australia,Queensland
Yilan,24.75,121.75,Taiwan,Yilan
Papantla de Olarte,20.4478,-97.32,Mexico,Veracruz
Kansas City,39.1234,-94.7443,United States,Kansas
Ciudad de Melilla,35.2937,-2.9383,Spain,Melilla
Shantipur,23.25,88.43,India,West Bengal
Kukichuo,36.0622,139.6669,Japan,Saitama
Golmeh,33.6304,46.43,Iran,Īlām
Zabid,14.1951,43.3155,Yemen,Al Ḩudaydah
Peristeri,38.0167,23.6833,Greece,Attikí
Hindupur,13.83,77.49,India,Andhra Pradesh
Sunnyvale,37.3836,-122.0256,United States,California
Baubau,-5.4667,122.633,Indonesia,Sulawesi Tenggara
Mudon,16.2618,97.7215,Burma,Mon State
Sayama,35.8531,139.4122,Japan,Saitama
Taza,34.2144,-4.0088,Morocco,Fès-Meknès
Settat,33.0023,-7.6198,Morocco,Casablanca-Settat
Imabari,34.0661,132.9978,Japan,Ehime
Foggia,41.4584,15.5519,Italy,Puglia
Erode,11.3408,77.7172,India,Tamil Nādu
Pocos de Caldas,-21.78,-46.57,Brazil,Minas Gerais
Gwangyang,34.9403,127.7017,"Korea, South",Jeonnam
Tororo,0.6928,34.1808,Uganda,Tororo
Gonbad-e Kavus,37.25,55.1672,Iran,Golestān
Al Manaqil,14.2504,32.98,Sudan,Al Gazira
Miass,55.05,60.1,Russia,Chelyabinskaya Oblast’
Tulancingo,20.0833,-98.3667,Mexico,Hidalgo
Nimes,43.838,4.361,France,Occitanie
Chinandega,12.6242,-87.1297,Nicaragua,Chinandega
Saint Albans,51.755,-0.336,United Kingdom,Hertfordshire
Nakhodka,42.8167,132.8833,Russia,Primorskiy Kray
Quevedo,-1.0333,-79.45,Ecuador,Los Ríos
Bintulu,3.17,113.03,Malaysia,Sarawak
Pomona,34.0585,-117.7626,United States,California
Siem Reap,13.3622,103.8597,Cambodia,Siem Reap
Escondido,33.1347,-117.0722,United States,California
Cao Lanh,10.4603,105.6331,Vietnam,Đồng Tháp
Riobamba,-1.6743,-78.6483,Ecuador,Chimborazo
Vryheid,-27.7694,30.7914,South Africa,KwaZulu-Natal
As Suwayhirah as Sahil,24.362,56.7344,Oman,Shamāl al Bāţinah
Paderborn,51.7167,8.7667,Germany,North Rhine-Westphalia
Zamora,19.9833,-102.2833,Mexico,Michoacán de Ocampo
Manzanillo,20.3397,-77.1086,Cuba,Granma
Pasadena,29.6583,-95.1499,United States,Texas
Florencio Varela,-34.8167,-58.3833,Argentina,Buenos Aires
Komaki,35.2833,136.9167,Japan,Aichi
Talcahuano,-36.7145,-73.1141,Chile,Biobío
Kerch,45.3386,36.4681,Ukraine,"Krym, Avtonomna Respublika"
Patos de Minas,-18.5871,-46.5149,Brazil,Minas Gerais
Copiapo,-27.3665,-70.3323,Chile,Atacama
Badajoz,38.8803,-6.9753,Spain,Extremadura
M'Sila,35.7,4.545,Algeria,M’sila
Kragujevac,44.0142,20.9394,Serbia,Kragujevac
Pointe-a-Pitre,16.2415,-61.533,Guadeloupe,
Willemstad,12.1167,-68.9333,Curaçao,
Rimini,44.0594,12.5683,Italy,Emilia-Romagna
Dundee,56.462,-2.9707,United Kingdom,Dundee City
Jijel,36.822,5.766,Algeria,Jijel
Ocumare del Tuy,10.1136,-66.7814,Venezuela,Miranda
Valdivia,-39.8142,-73.2459,Chile,Los Ríos
Gulu,2.7667,32.3056,Uganda,Gulu
La Ceiba,15.7631,-86.797,Honduras,Atlántida
Shahrud,36.4167,55.0167,Iran,Semnān
Iruma,35.8358,139.3911,Japan,Saitama
Kashikishi,-9.3172,28.7331,Zambia,Luapula
Sumbawanga,-7.9667,31.6167,Tanzania,Rukwa
Keren,15.6804,38.45,Eritrea,Ānseba
Odivelas,38.8,-9.1833,Portugal,Lisboa
New Bedford,41.6697,-70.9428,United States,Massachusetts
Jamuria,23.7,87.08,India,West Bengal
Kutaisi,42.25,42.7,Georgia,Imereti
Potchefstroom,-26.715,27.1033,South Africa,North West
Shimotoda,35.8175,139.6778,Japan,Saitama
Concordia,-31.3922,-58.0169,Argentina,Entre Ríos
Abbottabad,34.15,73.2167,Pakistan,Khyber Pakhtunkhwa
Delicias,28.1931,-105.4717,Mexico,Chihuahua
Mallawi,27.7306,30.8425,Egypt,Al Minyā
Agri,39.7225,43.0544,Turkey,Ağrı
Amasya,40.65,35.8333,Turkey,Amasya
Lang Son,21.8478,106.7578,Vietnam,Lạng Sơn
Salamanca,40.9667,-5.6639,Spain,Castille-Leon
Kastamonu,41.3833,33.7833,Turkey,Kastamonu
Marvdasht,29.8742,52.8025,Iran,Fārs
Goma,-1.69,29.22,Congo (Kinshasa),Nord-Kivu
Yonago,35.4281,133.3311,Japan,Tottori
Chingola,-12.5447,27.8708,Zambia,Copperbelt
Fairfield,38.2592,-122.0324,United States,California
Mostaganem,35.9333,0.0903,Algeria,Mostaganem
Habra,22.83,88.63,India,West Bengal
Mauli,30.7194,76.7181,India,Punjab
Sibiu,45.8,24.15,Romania,Sibiu
Naperville,41.7483,-88.1657,United States,Illinois
Quilpue,-33.0498,-71.4415,Chile,Valparaíso
Dolores Hidalgo Cuna de la Independencia Nacional,21.1516,-100.9369,Mexico,Guanajuato
Kopeysk,55.1,61.6167,Russia,Chelyabinskaya Oblast’
Luleburgaz,41.4056,27.3569,Turkey,Kırklareli
Al Hawiyah,21.4411,40.4975,Saudi Arabia,Makkah al Mukarramah
Bellevue,47.5951,-122.1535,United States,Washington
Binghamton,42.1014,-75.9093,United States,New York
Nchelenge,-9.3467,28.7344,Zambia,Luapula
Negombo,7.2111,79.8386,Sri Lanka,Western
Ambala,30.3786,76.7725,India,Haryāna
Disuq,31.1308,30.6479,Egypt,Kafr ash Shaykh
Mangghystau,43.6905,51.1417,Kazakhstan,Mangghystaū
Malakal,9.5333,31.65,South Sudan,Upper Nile
Bacau,46.5833,26.9167,Romania,Bacău
Osorno,-40.5667,-73.15,Chile,Los Lagos
Elkhart,41.6916,-85.9628,United States,Indiana
Topeka,39.0346,-95.6955,United States,Kansas
Mogi Guacu,-22.3719,-46.9419,Brazil,São Paulo
Man,7.4004,-7.55,Côte D’Ivoire,Montagnes
Joliet,41.5189,-88.1499,United States,Illinois
Pyatigorsk,44.0333,43.05,Russia,Stavropol’skiy Kray
Clermont-Ferrand,45.7831,3.0824,France,Auvergne-Rhône-Alpes
Moshi,-3.3349,37.3404,Tanzania,Kilimanjaro
Dar`a,32.625,36.105,Syria,Dar‘ā
Rubtsovsk,51.5167,81.2,Russia,Altayskiy Kray
Cam Ranh,11.902,109.2207,Vietnam,Khánh Hòa
Wamba,2.1404,27.99,Congo (Kinshasa),Haut-Uélé
Franco da Rocha,-23.3286,-46.7244,Brazil,São Paulo
Dadu,26.7319,67.775,Pakistan,Sindh
Sagay,10.9,123.4167,Philippines,Negros Occidental
Balti,47.7617,27.9289,Moldova,Bălţi
San Juan,14.6,121.0333,Philippines,San Juan
Kolomna,55.0833,38.7833,Russia,Moskovskaya Oblast’
Larisa,39.6385,22.4131,Greece,Thessalía
Misato,35.8303,139.8725,Japan,Saitama
San Miguel de Allende,20.9142,-100.7436,Mexico,Guanajuato
Beaumont,30.0849,-94.1451,United States,Texas
Paranagua,-25.5279,-48.5345,Brazil,Paraná
Garcia,25.8167,-100.5833,Mexico,Nuevo León
Kakamigahara,35.3989,136.8486,Japan,Gifu
Logrono,42.4704,-2.43,Spain,La Rioja
Matanzas,23.0494,-81.5736,Cuba,Matanzas
Ilagan,17.1333,121.8833,Philippines,Isabela
David,8.4333,-82.4333,Panama,Chiriquí
Le Mans,48.0077,0.1984,France,Pays de la Loire
San Justo,-34.6833,-58.55,Argentina,Buenos Aires
Quchan,37.1118,58.5015,Iran,Khorāsān-e Raẕavī
Berezniki,59.4167,56.7833,Russia,Permskiy Kray
Shillong,25.5744,91.8789,India,Meghālaya
Eregli,37.5058,34.0517,Turkey,Konya
Tizi Ouzou,36.8,4.0333,Algeria,Tizi Ouzou
Durres,41.3167,19.45,Albania,Durrës
Yalova,40.6556,29.275,Turkey,Yalova
Villa de Cura,10.0386,-67.4894,Venezuela,Aragua
Paterson,40.9147,-74.1624,United States,New Jersey
Merced,37.3057,-120.4778,United States,California
Kolar,13.1333,78.1333,India,Karnātaka
Cape Coast,5.1,-1.25,Ghana,Central
Al Mukalla,14.5333,49.1333,Yemen,Ḩaḑramawt
Dongxing,21.5833,108.05,China,Guangxi
Comayagua,14.46,-87.65,Honduras,Comayagua
Barranca,-10.7539,-77.761,Peru,Lima
Khasavyurt,43.25,46.5833,Russia,Dagestan
Saguenay,48.4167,-71.0667,Canada,Quebec
Tuxtepec,18.1,-96.1167,Mexico,Oaxaca
Kairouan,35.6804,10.1,Tunisia,Kairouan
Marbella,36.5114,-4.8834,Spain,Andalusia
Huelva,37.25,-6.95,Spain,Andalusia
Kumba,4.6333,9.45,Cameroon,South-West
Parnaiba,-2.91,-41.77,Brazil,Piauí
Barrechid,33.27,-7.5872,Morocco,Casablanca-Settat
Bharatpur,27.6833,84.4333,Nepal,Nārāyanī
Saida,34.8404,0.14,Algeria,Saïda
Kusatsu,35.0167,135.9667,Japan,Shiga
Florencia,1.6142,-75.6117,Colombia,Caquetá
Pueblo,38.2705,-104.6112,United States,Colorado
Pleiku,13.9833,108,Vietnam,Gia Lai
Coimbra,40.2111,-8.4291,Portugal,Coimbra
Ajdabiya,30.77,20.22,Libya,Al Wāḩāt
Tyler,32.3184,-95.3062,United States,Texas
Ciego de Avila,21.8481,-78.7631,Cuba,Ciego de Ávila
Pecs,46.0708,18.2331,Hungary,Baranya
Ghazni,33.5492,68.4233,Afghanistan,Ghaznī
Blackpool,53.8142,-3.0503,United Kingdom,Blackpool
Nawabganj,24.5804,88.35,Bangladesh,Rājshāhi
Altay,47.8666,88.1166,China,Xinjiang
El Progreso,15.4,-87.8,Honduras,Yoro
Torrance,33.8346,-118.3417,United States,California
Pemba,-12.9667,40.5167,Mozambique,Cabo Delgado
Jau,-22.2958,-48.5578,Brazil,São Paulo
Metairie,29.9977,-90.178,United States,Louisiana
Touggourt,33.1,6.0667,Algeria,Ouargla
Tuxpam de Rodriguez Cano,20.95,-97.4,Mexico,Veracruz
Nevsehir,38.625,34.7122,Turkey,Nevşehir
Bechar,31.6111,-2.23,Algeria,Béchar
Levis,46.8,-71.1833,Canada,Quebec
Bhimavaram,16.5333,81.5333,India,Andhra Pradesh
Bilbays,30.4167,31.5667,Egypt,Ash Sharqīyah
Tottenham,51.588,-0.072,United Kingdom,Haringey
Aix-en-Provence,43.5263,5.4454,France,Provence-Alpes-Côte d’Azur
Cizre,37.325,42.1958,Turkey,Şırnak
Arnhem,51.988,5.923,Netherlands,Gelderland
Gisenyi,-1.6928,29.25,Rwanda,Western Province
Fukayacho,36.2,139.2833,Japan,Saitama
Yuma,32.5992,-114.5488,United States,Arizona
Telford,52.6766,-2.4469,United Kingdom,Telford and Wrekin
Lichinga,-13.3,35.2456,Mozambique,Niassa
Ozamiz City,8.15,123.85,Philippines,Misamis Occidental
Moundou,8.5667,16.0833,Chad,Logone Occidental
Tetovo,42.0103,20.9714,Macedonia,Tetovo
Nizip,37.0104,37.7985,Turkey,Gaziantep
Maykop,44.6,40.0833,Russia,Adygeya
Lausanne,46.5333,6.6333,Switzerland,Vaud
Kamalshahr,35.8622,50.8717,Iran,Alborz
Gweru,-19.458,29.82,Zimbabwe,Midlands
Kelowna,49.8881,-119.4956,Canada,British Columbia
Castanhal,-1.2939,-47.9264,Brazil,Pará
Irakleio,35.3333,25.1333,Greece,Kríti
Mandsaur,24.03,75.08,India,Madhya Pradesh
Rybnik,50.0833,18.5,Poland,Śląskie
Nong'an,44.4304,125.1701,China,Jilin
Rize,41.0167,40.5167,Turkey,Rize
Vlore,40.45,19.4833,Albania,Vlorë
Bizerte,37.2904,9.855,Tunisia,Bizerte
Jahrom,28.5,53.56,Iran,Fārs
Surprise,33.68,-112.4524,United States,Arizona
Columbia,38.9478,-92.3256,United States,Missouri
Colima,19.2433,-103.7247,Mexico,Colima
Ishizaki,38.4281,141.3061,Japan,Miyagi
Athens,33.9508,-83.3689,United States,Georgia
Roseville,38.7703,-121.3196,United States,California
Thornton,39.9197,-104.9438,United States,Colorado
Khuzdar,27.8,66.6167,Pakistan,Balochistān
